dose,state,year,age,val
"≥2 Doses, Females",California,2008,13-17 Years,36.8
"≥1 Dose, Males",California,2020,13-17 Years,73.3
"≥1 Dose, Males",California,2021,13-17 Years,82.8
"≥2 Doses, Females",California,2009,13-17 Years,37.1
"≥2 Doses, Females",California,2010,13-17 Years,43.4
"≥2 Doses, Females",California,2011,13-17 Years,54.2
"≥2 Doses, Females",California,2012,13-17 Years,48.4
"≥2 Doses, Females",California,2013,13-17 Years,57.3
"≥1 Dose, Males",California,2022,13-17 Years,74.1
"≥2 Doses, Females",California,2014,13-17 Years,61.5
"≥2 Doses, Females",California,2017,13-17 Years,66.7
"≥2 Doses, Females",California,2016,13-17 Years,66.6
"≥2 Doses, Females",California,2015,13-17 Years,59.7
"≥2 Doses, Females",California,2018,13-17 Years,56.0
"≥2 Doses, Females",California,2019,13-17 Years,70.9
"≥2 Doses, Males",California,2012,13-17 Years,19.3
"≥2 Doses, Males",California,2014,13-17 Years,41.2
"≥2 Doses, Males",California,2013,13-17 Years,33.2
"≥2 Doses, Males",California,2015,13-17 Years,41.8
"≥2 Doses, Males",California,2017,13-17 Years,53.7
"≥2 Doses, Males",California,2016,13-17 Years,48.7
"≥2 Doses, Males",California,2018,13-17 Years,62.9
"≥3 Doses, Males and Females",California,2013,13-17 Years,30.8
"≥3 Doses, Males and Females",California,2014,13-17 Years,39.2
"≥3 Doses, Males and Females",California,2015,13-17 Years,38.7
"≥3 Doses, Males and Females",California,2011,13-17 Years,21.6
"≥3 Doses, Males and Females",California,2012,13-17 Years,23.5
"≥3 Doses, Males and Females",Alaska,2012,13-17 Years,17.0
"≥3 Doses, Males and Females",Alaska,2011,13-17 Years,20.3
"≥3 Doses, Males and Females",Alaska,2015,13-17 Years,27.5
"≥3 Doses, Males and Females",Alaska,2014,13-17 Years,23.6
"≥3 Doses, Males and Females",Alaska,2013,13-17 Years,17.5
"≥3 Doses, Females",Alaska,2010,13-17 Years,25.0
"≥3 Doses, Females",Alaska,2009,13-17 Years,19.3
"≥3 Doses, Females",Alaska,2008,13-17 Years,21.0
"≥3 Doses, Females",Alaska,2011,13-17 Years,40.4
"≥3 Doses, Females",Alaska,2015,13-17 Years,36.9
"≥3 Doses, Females",Alaska,2014,13-17 Years,34.4
"≥3 Doses, Females",Alaska,2013,13-17 Years,27.1
"≥3 Doses, Females",Alaska,2012,13-17 Years,31.4
"≥3 Doses, Males",Alaska,2015,13-17 Years,18.8
"≥3 Doses, Males",Alaska,2014,13-17 Years,13.3
"≥3 Doses, Males",Alaska,2013,13-17 Years,8.5
"Up-to-Date, Males and Females",Alaska,2022,13-17 Years,57.8
"Up-to-Date, Males and Females",Alaska,2021,13-17 Years,56.2
"Up-to-Date, Males and Females",Alaska,2020,13-17 Years,54.9
"Up-to-Date, Males and Females",Alaska,2019,13-17 Years,52.6
"Up-to-Date, Males and Females",Alaska,2018,13-17 Years,44.1
"Up-to-Date, Males and Females",Alaska,2017,13-17 Years,42.6
"≥2 Doses, Males",Alaska,2019,13-17 Years,50.1
"≥2 Doses, Males",Alaska,2015,13-17 Years,30.3
"≥2 Doses, Males",Alaska,2014,13-17 Years,25.9
"≥2 Doses, Males",Alaska,2013,13-17 Years,17.8
"≥2 Doses, Females",Alaska,2008,13-17 Years,28.3
"≥2 Doses, Females",Alaska,2013,13-17 Years,36.1
"≥2 Doses, Females",Alaska,2012,13-17 Years,46.3
"≥2 Doses, Females",Alaska,2011,13-17 Years,47.6
"≥2 Doses, Females",Alaska,2010,13-17 Years,32.0
"≥2 Doses, Females",Alaska,2009,13-17 Years,27.7
"≥2 Doses, Females",Alaska,2014,13-17 Years,45.2
"≥2 Doses, Males",Alaska,2018,13-17 Years,44.9
"≥2 Doses, Males",Alaska,2017,13-17 Years,45.4
"≥2 Doses, Males",Alaska,2016,13-17 Years,44.9
"≥2 Doses, Males",Alaska,2012,13-17 Years,7.5
"≥2 Doses, Females",Alaska,2019,13-17 Years,59.4
"≥2 Doses, Females",Alaska,2017,13-17 Years,50.4
"≥2 Doses, Females",Alaska,2016,13-17 Years,49.7
"≥2 Doses, Females",Alaska,2015,13-17 Years,46.3
"≥2 Doses, Females",Alaska,2018,13-17 Years,50.4
"≥1 Dose, Males and Females",Alaska,2022,13-17 Years,76.1
"≥1 Dose, Males and Females",Alaska,2021,13-17 Years,70.3
"≥1 Dose, Males and Females",Alaska,2020,13-17 Years,71.9
"≥1 Dose, Males and Females",Alaska,2019,13-17 Years,68.6
"≥1 Dose, Females",Alaska,2009,13-17 Years,40.8
"≥1 Dose, Females",Alaska,2008,13-17 Years,38.8
"≥1 Dose, Females",Alaska,2010,13-17 Years,40.8
"≥1 Dose, Females",Alaska,2015,13-17 Years,57.0
"≥1 Dose, Females",Alaska,2014,13-17 Years,48.7
"≥1 Dose, Females",Alaska,2013,13-17 Years,52.2
"≥1 Dose, Females",Alaska,2012,13-17 Years,56.1
"≥1 Dose, Females",Alaska,2011,13-17 Years,59.5
"≥1 Dose, Males",Alaska,2021,13-17 Years,70.7
"≥1 Dose, Males",Alaska,2020,13-17 Years,70.7
"≥1 Dose, Males",Alaska,2019,13-17 Years,68.1
"≥1 Dose, Males",Alaska,2022,13-17 Years,74.2
"≥1 Dose, Males",Alaska,2017,13-17 Years,67.6
"≥1 Dose, Males",Alaska,2018,13-17 Years,67.1
"≥1 Dose, Males and Females",Alaska,2018,13-17 Years,66.4
"≥1 Dose, Males and Females",Alaska,2017,13-17 Years,64.5
"≥1 Dose, Males and Females",Alaska,2016,13-17 Years,61.1
"≥1 Dose, Females",Alaska,2018,13-17 Years,65.7
"≥1 Dose, Females",Alaska,2017,13-17 Years,61.1
"≥1 Dose, Females",Alaska,2016,13-17 Years,61.9
"≥1 Dose, Females",Alaska,2019,13-17 Years,69.0
"≥1 Dose, Males",Alaska,2012,13-17 Years,14.1
"≥1 Dose, Females",Alaska,2022,13-17 Years,78.3
"≥1 Dose, Females",Alaska,2021,13-17 Years,69.8
"≥1 Dose, Females",Alaska,2020,13-17 Years,73.0
"≥2 Doses, Males and Females",Alaska,2019,13-17 Years,54.6
"≥2 Doses, Males and Females",Alaska,2018,13-17 Years,47.6
"≥2 Doses, Males and Females",Alaska,2017,13-17 Years,47.8
"≥2 Doses, Males and Females",Alaska,2016,13-17 Years,47.3
"≥1 Dose, Males",Alaska,2016,13-17 Years,60.3
"≥1 Dose, Males",Alaska,2015,13-17 Years,41.6
"≥1 Dose, Males",Alaska,2014,13-17 Years,37.9
"≥1 Dose, Males",Alaska,2013,13-17 Years,27.6
"Up-to-Date, Males and Females",Alaska,2016,13-17 Years,43.3
"Up-to-Date, Males",Alaska,2020,13-17 Years,53.4
"Up-to-Date, Males",Alaska,2019,13-17 Years,47.5
"Up-to-Date, Males",Alaska,2018,13-17 Years,42.9
"Up-to-Date, Males",Alaska,2022,13-17 Years,54.1
"Up-to-Date, Males",Alaska,2021,13-17 Years,52.1
"Up-to-Date, Females",Alaska,2019,13-17 Years,57.8
"Up-to-Date, Females",Alaska,2020,13-17 Years,56.5
"Up-to-Date, Females",Alaska,2017,13-17 Years,45.7
"Up-to-Date, Females",Alaska,2018,13-17 Years,45.3
"Up-to-Date, Females",Alaska,2022,13-17 Years,61.9
"Up-to-Date, Females",Alaska,2021,13-17 Years,60.5
"Up-to-Date, Males",Alaska,2016,13-17 Years,39.1
"Up-to-Date, Males",Alaska,2017,13-17 Years,39.8
"Up-to-Date, Females",Alaska,2016,13-17 Years,47.8
"≥2 Doses, Females",Kentucky,2022,13-17 Years,58.8
"≥3 Doses, Males and Females",Kentucky,2013,13-17 Years,16.6
"≥3 Doses, Males and Females",Kentucky,2015,13-17 Years,26.4
"≥3 Doses, Males and Females",Kentucky,2014,13-17 Years,25.1
"≥3 Doses, Males and Females",Kentucky,2012,13-17 Years,18.0
"≥3 Doses, Males and Females",Kentucky,2011,13-17 Years,15.3
"≥3 Doses, Females",Kentucky,2015,13-17 Years,36.2
"≥3 Doses, Females",Kentucky,2010,13-17 Years,27.3
"≥3 Doses, Females",Kentucky,2011,13-17 Years,30.5
"≥3 Doses, Females",Kentucky,2008,13-17 Years,12.7
"≥3 Doses, Females",Kentucky,2009,13-17 Years,19.5
"≥3 Doses, Females",Kentucky,2012,13-17 Years,34.9
"≥3 Doses, Females",Kentucky,2013,13-17 Years,26.8
"≥3 Doses, Females",Kentucky,2014,13-17 Years,37.5
"≥1 Dose, Females",Kentucky,2008,13-17 Years,26.3
"≥3 Doses, Males",Kentucky,2015,13-17 Years,17.1
"≥3 Doses, Males",Kentucky,2014,13-17 Years,13.3
"≥1 Dose, Females",Kentucky,2011,13-17 Years,46.0
"≥1 Dose, Females",Kentucky,2010,13-17 Years,40.1
"≥1 Dose, Females",Kentucky,2012,13-17 Years,51.2
"≥1 Dose, Females",Kentucky,2013,13-17 Years,47.6
"≥1 Dose, Females",Kentucky,2015,13-17 Years,57.4
"≥1 Dose, Females",Kentucky,2014,13-17 Years,52.1
"≥2 Doses, Males and Females",Kentucky,2016,13-17 Years,40.8
"≥2 Doses, Males and Females",Kentucky,2017,13-17 Years,40.9
"≥1 Dose, Females",Kentucky,2019,13-17 Years,79.8
"≥1 Dose, Males and Females",Kentucky,2018,13-17 Years,56.9
"≥2 Doses, Females",Kentucky,2008,13-17 Years,20.7
"≥1 Dose, Males and Females",Kentucky,2016,13-17 Years,48.0
"≥1 Dose, Males and Females",Kentucky,2017,13-17 Years,49.6
"≥1 Dose, Females",Kentucky,2016,13-17 Years,54.8
"≥1 Dose, Females",Kentucky,2017,13-17 Years,54.9
"≥1 Dose, Females",Kentucky,2018,13-17 Years,58.6
"≥1 Dose, Females",Kentucky,2009,13-17 Years,31.0
"≥1 Dose, Males",Kentucky,2020,13-17 Years,68.5
"≥1 Dose, Males",Kentucky,2021,13-17 Years,73.7
"≥1 Dose, Males",Kentucky,2017,13-17 Years,44.4
"≥1 Dose, Males",Kentucky,2016,13-17 Years,41.6
"≥1 Dose, Males",Kentucky,2015,13-17 Years,34.8
"≥1 Dose, Males",Kentucky,2013,13-17 Years,19.0
"≥1 Dose, Males",Kentucky,2014,13-17 Years,23.7
"≥2 Doses, Males and Females",Kentucky,2019,13-17 Years,56.8
"≥2 Doses, Males and Females",Kentucky,2018,13-17 Years,46.0
"≥1 Dose, Females",Kentucky,2020,13-17 Years,83.1
"≥1 Dose, Females",Kentucky,2021,13-17 Years,66.8
"≥1 Dose, Females",Kentucky,2022,13-17 Years,70.6
"≥1 Dose, Males",Kentucky,2018,13-17 Years,55.2
"≥1 Dose, Males",Kentucky,2019,13-17 Years,69.3
"Up-to-Date, Females",Kentucky,2021,13-17 Years,48.9
"Up-to-Date, Females",Kentucky,2022,13-17 Years,57.5
"Up-to-Date, Females",Kentucky,2017,13-17 Years,44.7
"Up-to-Date, Females",Kentucky,2018,13-17 Years,45.4
"Up-to-Date, Females",Kentucky,2019,13-17 Years,61.8
"Up-to-Date, Females",Kentucky,2016,13-17 Years,39.7
"Up-to-Date, Males and Females",Kentucky,2021,13-17 Years,57.0
"Up-to-Date, Males and Females",Kentucky,2022,13-17 Years,55.0
"Up-to-Date, Males and Females",Kentucky,2020,13-17 Years,55.7
"≥2 Doses, Males",Kentucky,2016,13-17 Years,34.8
"≥2 Doses, Males",Kentucky,2017,13-17 Years,34.3
"≥2 Doses, Males",Kentucky,2018,13-17 Years,42.5
"≥2 Doses, Males",Kentucky,2015,13-17 Years,25.2
"≥2 Doses, Males",Kentucky,2013,13-17 Years,10.8
"≥2 Doses, Males",Kentucky,2014,13-17 Years,17.5
"≥2 Doses, Females",Kentucky,2019,13-17 Years,62.8
"≥2 Doses, Females",Kentucky,2009,13-17 Years,26.7
"≥2 Doses, Females",Kentucky,2010,13-17 Years,32.0
"≥2 Doses, Females",Kentucky,2011,13-17 Years,38.0
"≥1 Dose, Males",Kentucky,2022,13-17 Years,62.3
"≥2 Doses, Females",Kentucky,2012,13-17 Years,43.5
"≥2 Doses, Females",Kentucky,2013,13-17 Years,38.6
"≥2 Doses, Females",Kentucky,2016,13-17 Years,47.1
"≥2 Doses, Females",Kentucky,2017,13-17 Years,47.9
"≥2 Doses, Females",Kentucky,2014,13-17 Years,45.1
"≥2 Doses, Females",Kentucky,2015,13-17 Years,42.7
"≥1 Dose, Males and Females",Kentucky,2019,13-17 Years,74.4
"≥2 Doses, Females",Kentucky,2018,13-17 Years,49.7
"≥1 Dose, Males and Females",Kentucky,2022,13-17 Years,66.4
"≥1 Dose, Males and Females",Kentucky,2020,13-17 Years,75.6
"≥1 Dose, Males and Females",Kentucky,2021,13-17 Years,70.3
"≥2 Doses, Males",Kentucky,2019,13-17 Years,51.1
"Up-to-Date, Males and Females",Kentucky,2017,13-17 Years,37.7
"Up-to-Date, Males and Females",Kentucky,2018,13-17 Years,42.6
"Up-to-Date, Males and Females",Kentucky,2019,13-17 Years,54.9
"Up-to-Date, Males and Females",Kentucky,2016,13-17 Years,34.0
"Up-to-Date, Males",Kentucky,2022,13-17 Years,52.6
"Up-to-Date, Males",Kentucky,2016,13-17 Years,28.5
"Up-to-Date, Females",Kentucky,2020,13-17 Years,65.5
"Up-to-Date, Males",Kentucky,2021,13-17 Years,64.8
"Up-to-Date, Males",Kentucky,2018,13-17 Years,39.9
"Up-to-Date, Males",Kentucky,2017,13-17 Years,31.1
"Up-to-Date, Males",Kentucky,2019,13-17 Years,48.3
"Up-to-Date, Males",Kentucky,2020,13-17 Years,46.4
"Up-to-Date, Females",Kentucky,2023,13-17 Years,50.0
"Up-to-Date, Males",Kentucky,2023,13-17 Years,45.9
"Up-to-Date, Males and Females",Kentucky,2023,13-17 Years,47.9
"≥1 Dose, Females",Kentucky,2023,13-17 Years,69.9
"≥1 Dose, Males and Females",Kentucky,2023,13-17 Years,66.0
"≥1 Dose, Males",Kentucky,2023,13-17 Years,62.2
"≥1 Dose, Males and Females",Delaware,2023,13-17 Years,84.4
"Up-to-Date, Males",Delaware,2023,13-17 Years,70.6
"≥1 Dose, Females",Delaware,2023,13-17 Years,85.2
"Up-to-Date, Males and Females",Delaware,2023,13-17 Years,73.0
"Up-to-Date, Females",Delaware,2023,13-17 Years,75.4
"≥1 Dose, Males",Delaware,2023,13-17 Years,83.7
"≥2 Doses, Females",Delaware,2022,13-17 Years,70.4
"≥2 Doses, Males",Delaware,2022,13-17 Years,68.8
"≥2 Doses, Males and Females",Delaware,2022,13-17 Years,69.6
"≥3 Doses, Males and Females",Delaware,2012,13-17 Years,30.1
"≥3 Doses, Males and Females",Delaware,2011,13-17 Years,24.1
"≥3 Doses, Males and Females",Delaware,2015,13-17 Years,47.8
"≥3 Doses, Males and Females",Delaware,2014,13-17 Years,36.6
"≥3 Doses, Males and Females",Delaware,2013,13-17 Years,34.6
"≥3 Doses, Females",Delaware,2011,13-17 Years,46.8
"≥3 Doses, Females",Delaware,2012,13-17 Years,50.4
"≥3 Doses, Females",Delaware,2013,13-17 Years,51.7
"≥3 Doses, Females",Delaware,2014,13-17 Years,42.3
"≥3 Doses, Females",Delaware,2010,13-17 Years,40.4
"≥3 Doses, Females",Delaware,2008,13-17 Years,26.1
"≥3 Doses, Females",Delaware,2009,13-17 Years,32.6
"≥3 Doses, Females",Delaware,2015,13-17 Years,52.8
"≥3 Doses, Males",Delaware,2012,13-17 Years,10.7
"≥3 Doses, Males",Delaware,2013,13-17 Years,18.1
"≥3 Doses, Males",Delaware,2014,13-17 Years,31.0
"≥3 Doses, Males",Delaware,2015,13-17 Years,43.0
"≥1 Dose, Females",Delaware,2012,13-17 Years,67.2
"≥1 Dose, Females",Delaware,2013,13-17 Years,68.7
"≥1 Dose, Females",Delaware,2014,13-17 Years,67.6
"≥1 Dose, Females",Delaware,2015,13-17 Years,67.6
"≥1 Dose, Females",Delaware,2011,13-17 Years,60.2
"≥1 Dose, Females",Delaware,2010,13-17 Years,63.9
"≥1 Dose, Females",Delaware,2009,13-17 Years,51.5
"≥1 Dose, Females",Delaware,2019,13-17 Years,75.6
"≥1 Dose, Females",Delaware,2008,13-17 Years,46.8
"≥1 Dose, Females",Delaware,2018,13-17 Years,77.3
"≥1 Dose, Females",Delaware,2016,13-17 Years,78.3
"≥1 Dose, Females",Delaware,2017,13-17 Years,76.2
"≥2 Doses, Males and Females",Delaware,2019,13-17 Years,63.7
"≥2 Doses, Males and Females",Delaware,2018,13-17 Years,61.5
"≥1 Dose, Males",Delaware,2011,13-17 Years,11.6
"≥1 Dose, Females",Delaware,2022,13-17 Years,82.6
"≥1 Dose, Females",Delaware,2021,13-17 Years,82.2
"≥1 Dose, Females",Delaware,2020,13-17 Years,76.6
"≥2 Doses, Males and Females",Delaware,2016,13-17 Years,61.3
"≥2 Doses, Males and Females",Delaware,2017,13-17 Years,62.0
"≥1 Dose, Males",Delaware,2012,13-17 Years,26.2
"≥1 Dose, Males and Females",Delaware,2018,13-17 Years,73.9
"≥1 Dose, Males",Delaware,2017,13-17 Years,74.5
"≥1 Dose, Males",Delaware,2016,13-17 Years,63.3
"≥1 Dose, Males",Delaware,2015,13-17 Years,62.9
"≥1 Dose, Males",Delaware,2013,13-17 Years,37.1
"≥1 Dose, Males",Delaware,2014,13-17 Years,54.6
"≥1 Dose, Males",Delaware,2021,13-17 Years,84.7
"≥1 Dose, Males",Delaware,2020,13-17 Years,79.4
"≥1 Dose, Males",Delaware,2018,13-17 Years,70.7
"≥1 Dose, Males",Delaware,2019,13-17 Years,75.2
"≥2 Doses, Females",Delaware,2008,13-17 Years,34.6
"Up-to-Date, Males and Females",Delaware,2019,13-17 Years,59.2
"Up-to-Date, Males and Females",Delaware,2018,13-17 Years,58.4
"Up-to-Date, Males and Females",Delaware,2017,13-17 Years,58.1
"Up-to-Date, Males and Females",Delaware,2016,13-17 Years,56.9
"Up-to-Date, Males and Females",Delaware,2022,13-17 Years,68.2
"Up-to-Date, Males and Females",Delaware,2021,13-17 Years,68.9
"Up-to-Date, Males and Females",Delaware,2020,13-17 Years,63.2
"≥2 Doses, Males",Delaware,2018,13-17 Years,56.4
"≥2 Doses, Males",Delaware,2016,13-17 Years,52.7
"≥2 Doses, Males",Delaware,2017,13-17 Years,63.0
"≥2 Doses, Males",Delaware,2012,13-17 Years,17.9
"≥2 Doses, Males",Delaware,2011,13-17 Years,6.7
"≥2 Doses, Females",Delaware,2019,13-17 Years,66.5
"≥2 Doses, Males",Delaware,2014,13-17 Years,43.8
"≥2 Doses, Males",Delaware,2013,13-17 Years,25.0
"≥2 Doses, Males",Delaware,2015,13-17 Years,53.2
"≥2 Doses, Females",Delaware,2018,13-17 Years,66.8
"≥2 Doses, Females",Delaware,2016,13-17 Years,70.2
"≥2 Doses, Females",Delaware,2017,13-17 Years,61.0
"≥2 Doses, Females",Delaware,2015,13-17 Years,60.9
"≥1 Dose, Males and Females",Delaware,2019,13-17 Years,75.4
"≥2 Doses, Females",Delaware,2012,13-17 Years,64.5
"≥2 Doses, Females",Delaware,2013,13-17 Years,59.4
"≥1 Dose, Males and Females",Delaware,2022,13-17 Years,84.2
"≥1 Dose, Males and Females",Delaware,2021,13-17 Years,83.5
"≥1 Dose, Males and Females",Delaware,2020,13-17 Years,78.0
"≥1 Dose, Males",Delaware,2022,13-17 Years,85.8
"≥2 Doses, Females",Delaware,2010,13-17 Years,53.4
"≥2 Doses, Females",Delaware,2011,13-17 Years,52.7
"≥2 Doses, Females",Delaware,2009,13-17 Years,45.0
"≥2 Doses, Females",Delaware,2014,13-17 Years,51.4
"≥1 Dose, Males and Females",Delaware,2016,13-17 Years,70.7
"≥1 Dose, Males and Females",Delaware,2017,13-17 Years,75.3
"≥2 Doses, Males",Delaware,2019,13-17 Years,60.9
"≥2 Doses, Males and Females",Kentucky,2022,13-17 Years,55.6
"≥2 Doses, Males",Kentucky,2022,13-17 Years,52.6
"≥1 Dose, Males and Females",Texas,2023,13-17 Years,76.0
"≥1 Dose, Females",Texas,2023,13-17 Years,78.5
"Up-to-Date, Males and Females",Texas,2023,13-17 Years,57.5
"Up-to-Date, Males",Texas,2023,13-17 Years,53.9
"Up-to-Date, Females",Texas,2023,13-17 Years,61.2
"≥1 Dose, Males",Texas,2023,13-17 Years,73.6
"≥3 Doses, Females",Texas,2014,13-17 Years,33.9
"≥3 Doses, Females",Texas,2013,13-17 Years,38.9
"≥3 Doses, Females",Texas,2011,13-17 Years,31.5
"≥3 Doses, Females",Texas,2012,13-17 Years,30.3
"≥3 Doses, Males",Texas,2014,13-17 Years,17.7
"≥3 Doses, Males",Texas,2015,13-17 Years,24.0
"≥3 Doses, Males",Texas,2013,13-17 Years,15.0
"≥3 Doses, Males",Texas,2012,13-17 Years,7.0
"≥3 Doses, Males",Texas,2011,13-17 Years,2.4
"≥3 Doses, Females",Texas,2010,13-17 Years,27.0
"≥3 Doses, Females",Texas,2009,13-17 Years,23.4
"≥3 Doses, Females",Texas,2008,13-17 Years,9.7
"≥3 Doses, Females",Texas,2015,13-17 Years,40.9
"Up-to-Date, Males and Females",Texas,2022,13-17 Years,58.5
"Up-to-Date, Males and Females",Texas,2021,13-17 Years,51.5
"Up-to-Date, Males and Females",Texas,2020,13-17 Years,54.9
"Up-to-Date, Males and Females",Texas,2019,13-17 Years,48.4
"≥2 Doses, Males",Texas,2022,13-17 Years,54.9
"≥2 Doses, Males and Females",Texas,2022,13-17 Years,59.9
"≥2 Doses, Males",Texas,2019,13-17 Years,49.6
"Up-to-Date, Males and Females",Texas,2016,13-17 Years,32.9
"Up-to-Date, Males and Females",Texas,2017,13-17 Years,39.7
"Up-to-Date, Males and Females",Texas,2018,13-17 Years,43.5
"≥1 Dose, Females",Texas,2014,13-17 Years,50.7
"≥1 Dose, Females",Texas,2013,13-17 Years,56.2
"≥1 Dose, Females",Texas,2012,13-17 Years,51.2
"≥1 Dose, Females",Texas,2010,13-17 Years,47.5
"≥1 Dose, Females",Texas,2011,13-17 Years,48.8
"≥1 Dose, Females",Texas,2008,13-17 Years,31.6
"≥1 Dose, Females",Texas,2009,13-17 Years,37.6
"≥2 Doses, Males and Females",Texas,2019,13-17 Years,51.8
"≥1 Dose, Males",Texas,2017,13-17 Years,55.2
"≥1 Dose, Males",Texas,2018,13-17 Years,55.5
"≥1 Dose, Females",Texas,2019,13-17 Years,64.2
"≥2 Doses, Males and Females",Texas,2018,13-17 Years,46.4
"≥1 Dose, Males",Texas,2020,13-17 Years,69.6
"≥1 Dose, Males",Texas,2019,13-17 Years,65.9
"≥2 Doses, Males and Females",Texas,2016,13-17 Years,37.3
"≥1 Dose, Females",Texas,2022,13-17 Years,77.8
"≥1 Dose, Males",Texas,2011,13-17 Years,10.4
"≥1 Dose, Females",Texas,2021,13-17 Years,73.4
"≥1 Dose, Females",Texas,2020,13-17 Years,76.1
"≥2 Doses, Males and Females",Texas,2017,13-17 Years,44.2
"≥1 Dose, Males",Texas,2012,13-17 Years,24.0
"≥2 Doses, Females",Texas,2009,13-17 Years,32.3
"≥2 Doses, Females",Texas,2011,13-17 Years,39.3
"≥2 Doses, Females",Texas,2010,13-17 Years,35.6
"≥2 Doses, Females",Texas,2013,13-17 Years,46.3
"≥2 Doses, Females",Texas,2012,13-17 Years,41.2
"≥2 Doses, Females",Texas,2008,13-17 Years,20.3
"≥1 Dose, Males",Texas,2021,13-17 Years,69.2
"≥1 Dose, Males",Texas,2022,13-17 Years,63.0
"≥1 Dose, Males and Females",Texas,2018,13-17 Years,59.9
"≥1 Dose, Males and Females",Texas,2019,13-17 Years,65.1
"≥1 Dose, Males",Texas,2016,13-17 Years,44.3
"≥1 Dose, Males",Texas,2015,13-17 Years,41.4
"≥1 Dose, Males",Texas,2014,13-17 Years,36.6
"≥1 Dose, Males",Texas,2013,13-17 Years,34.1
"≥1 Dose, Females",Texas,2018,13-17 Years,64.6
"≥1 Dose, Females",Texas,2015,13-17 Years,60.1
"≥1 Dose, Females",Texas,2016,13-17 Years,54.5
"≥1 Dose, Females",Texas,2017,13-17 Years,60.4
"≥1 Dose, Males and Females",Texas,2016,13-17 Years,49.3
"≥1 Dose, Males and Females",Texas,2017,13-17 Years,57.8
"≥2 Doses, Males",Texas,2011,13-17 Years,4.9
"≥2 Doses, Males",Texas,2012,13-17 Years,14.2
"≥2 Doses, Males",Texas,2016,13-17 Years,31.1
"≥2 Doses, Males",Texas,2017,13-17 Years,40.9
"≥2 Doses, Males",Texas,2018,13-17 Years,41.9
"≥2 Doses, Females",Texas,2019,13-17 Years,54.2
"≥2 Doses, Females",Texas,2018,13-17 Years,51.1
"≥2 Doses, Females",Texas,2014,13-17 Years,44.2
"≥2 Doses, Females",Texas,2015,13-17 Years,50.4
"≥2 Doses, Females",Texas,2016,13-17 Years,43.8
"≥2 Doses, Females",Texas,2017,13-17 Years,47.5
"≥1 Dose, Males and Females",Texas,2022,13-17 Years,70.3
"≥1 Dose, Males and Females",Texas,2021,13-17 Years,71.3
"≥1 Dose, Males and Females",Texas,2020,13-17 Years,72.8
"≥2 Doses, Males",Texas,2014,13-17 Years,26.0
"≥2 Doses, Males",Texas,2013,13-17 Years,25.2
